property_id,property_id,abstract_time,total_time,size
10,10,0,1.495054722,308
11,11,0,1.909486532,415
12,12,0,1.92534256,395
13,13,0,1.810174227,370
14,14,0,1.83660841,397
15,15,0,2.000570297,431
16,16,0,1.926333427,438
17,17,0,1.505068064,275
18,18,0,1.694092035,409
19,19,0,1.851298332,389
property_id,property_id,abstract_time,total_time,size
0,0,3.022836685,55.85711813,215
1,1,3.052647352,114.0430331,206
2,2,3.470653534,99.91941214,224
3,3,2.562757492,11.37149477,193
4,4,2.55280447,3.499861479,173
5,5,2.910438538,79.58332038,238
6,6,3.144164085,1692.57918,252
7,7,3.582891226,906.9409614,241
8,8,3.074574947,6.846758604,216
9,9,2.978362799,31.20936155,231
10,10,4.4266994,8.138823986,206
11,11,5.872004509,156.4769235,218
12,12,2.733386993,29.58511734,217
13,13,4.174586296,47.6686058,224
14,14,4.700903416,41.3239994,228
15,15,2.911925793,27.88650584,216
16,16,3.087267876,740.3293808,242
17,17,2.734983444,5.511793852,183
18,18,3.66814065,110.1462417,224
19,19,3.58053875,52.07457376,245
property_id,property_id,abstract_time,total_time,size
0,0,2.560908556,659.2914028,231
1,1,2.2641716,5.071412563,184
2,2,2.522967577,214.9722605,233
3,3,2.803680182,13.36793971,206
4,4,2.909048557,25.54246902,197
5,5,3.052385092,62.48083949,216
6,6,0,2.061496735,437
7,7,3.177114487,368.5993488,221
8,8,3.171717644,169.4763556,213
9,9,2.995258331,53.9240334,202
10,10,2.925331354,88.6329968,207
11,11,3.481329203,76.85105014,213
12,12,1.938853264,4.854303837,170
13,13,2.074516773,5.193214893,168
14,14,2.097702503,10.47314787,196
15,15,3.265511274,54.05050445,215
16,16,3.010650635,238.0109046,214
17,17,1.581753254,3.138386965,117
18,18,2.312968016,11.37943435,206
19,19,2.937441349,486.8830209,226
property_id,property_id,abstract_time,total_time,size
0,0,4.017255306,2863.531923,243
1,1,3.418397903,107.4200566,225
2,2,3.910218954,111.7732615,235
3,3,2.193246365,26.1654036,201
4,4,2.325591087,48.98664808,208
5,5,3.216514826,171.6739717,234
6,6,3.359528542,18.98812842,255
7,7,3.368503571,9.150905609,248
8,8,4.676796913,400.6040912,230
9,9,2.355850935,204.2182281,218
10,10,2.172388077,27.8433249,192
11,11,4.789340258,1036.402849,240
12,12,3.33332777,259.8766861,237
13,13,3.35655117,200.3197172,233
14,14,3.428873777,65.40009022,231
15,15,3.197373152,57.71802235,235
16,16,,3600,
17,17,2.440195799,3.149352789,118
18,18,3.508185387,116.9682074,233
19,19,2.010330915,30.05394363,200
property_id,property_id,abstract_time,total_time,size
0,0,3.088208199,6.807315826,232
1,1,3.134556532,94.48293543,245
2,2,2.940614939,6.057708979,235
3,3,2.521715164,16.67598891,216
4,4,2.362900257,4.581547737,206
5,5,3.865981579,9.626946926,232
6,6,3.243654013,12.14860845,253
7,7,2.91962266,19.34530401,253
8,8,3.356762171,8.091354609,233
9,9,2.598671198,7.060578823,231
10,10,2.189827442,10.42074537,194
11,11,3.271151781,9.828322887,237
12,12,3.051393032,7.39313364,230
13,13,3.24130106,6.765270948,217
14,14,3.280687571,5.727477551,228
15,15,3.566458702,94.7209096,229
16,16,3.279116154,13.30453753,249
17,17,2.116297483,6.511055946,191
18,18,3.218681335,11.88905573,234
19,19,2.610364437,4.853854179,204
property_id,property_id,abstract_time,total_time,size
0,0,3.210005045,7.381311893,244
1,1,3.762964249,9.476724863,237
2,2,2.741743088,9.760066032,230
3,3,1.766149759,4.386350393,149
4,4,3.095937967,5.061548233,215
5,5,3.768014669,8.051506281,240
6,6,0,2.186976433,464
7,7,2.703707218,12.56040096,243
8,8,3.066907883,14.04701114,205
9,9,4.12884903,34.28722978,228
10,10,4.264684439,9.851530075,233
11,11,4.179926634,22.9061203,250
12,12,4.268787146,7.066088915,238
13,13,4.916293621,7.341853142,227
14,14,3.026080847,30.04465532,239
15,15,3.396375895,18.28645229,238
16,16,3.926472425,24.32077169,248
17,17,1.978179693,5.037994146,166
18,18,3.351492882,19.19658732,236
19,19,2.335051775,20.22277045,203
property_id,property_id,abstract_time,total_time,size
0,0,2.535502434,21.09293747,235
1,1,3.356844187,6.066955328,212
2,2,2.741583109,14.73703241,236
3,3,2.451224327,9.91607666,200
4,4,2.355957031,5.911180019,214
5,5,2.797322512,18.28058934,194
6,6,4.057881832,17.34528494,249
7,7,3.296889067,12.44317508,226
8,8,2.903607845,20.01205587,211
9,9,2.710085154,5.783235312,208
10,10,2.474006414,7.051942825,235
11,11,3.384173393,67.28030014,238
12,12,2.95234108,15.02175784,223
13,13,2.461083412,4.594544411,212
14,14,2.729187489,101.1675961,229
15,15,3.036743164,12.26344705,239
16,16,3.419508219,30.0005939,242
17,17,3.255148172,5.160489798,228
18,18,4.47965169,16.33268523,246
19,19,2.837402821,6.311724901,218
property_id,property_id,abstract_time,total_time,size
0,0,3.570454597,15.51105666,233
1,1,2.869933128,25.72667265,210
2,2,4.238477707,21.51897955,236
3,3,3.842641592,33.8530283,230
4,4,5.933006287,23.09220362,234
5,5,4.371695042,243.4228568,228
6,6,2.511787891,7.957185268,222
7,7,3.578347683,21.8272562,236
8,8,3.771820068,23.95300555,208
9,9,4.080073357,26.82055998,237
10,10,3.923093319,9.961085558,237
11,11,5.719483852,9.481998682,242
12,12,4.304913282,30.84678411,237
13,13,3.291743517,6.840336323,209
14,14,2.577587605,16.6919899,182
15,15,3.764035463,13.06216502,226
16,16,5.136862993,19.14525294,242
17,17,4.737452984,43.19548225,201
18,18,6.034988165,11.93764591,241
19,19,3.869651318,47.7276082,205
